expnum seeing efftime survey_speed comment
1343448 2.2982537746429443 32.05509567260742 0.06411018967628479 "Automatically flagged"
1343453 3.6497678756713867 0.0 0.0 "Automatically flagged"
1343454 2.4412693977355957 85.19258880615234 0.1703851819038391 "Automatically flagged"
1344318 1.2809977531433105 69.28060913085938 0.6989611387252808 "Automatically flagged"
1344357 1.8911194801330566 62.043216705322266 0.12408643215894699 "Automatically flagged"
1344358 2.381235361099243 76.32516479492188 0.15265032649040222 "Automatically flagged"
1344361 2.0267391204833984 118.26083374023438 0.2365216612815857 "Automatically flagged"
1344362 2.2659878730773926 92.8075942993164 0.1856151819229126 "Automatically flagged"
1344363 2.5357022285461426 70.83098602294922 0.14166197180747986 "Automatically flagged"
1344364 2.6204442977905273 50.507572174072266 0.10101514309644699 "Automatically flagged"
1344930 1.2230809926986694 11.641504287719727 0.8516159057617188 "Automatically flagged"
1344932 1.0604195594787598 14.240772247314453 1.0651367902755737 "Automatically flagged"
1344934 1.0539400577545166 12.309523582458496 1.016484260559082 "Automatically flagged"
1344935 1.3826507329940796 16.65157127380371 0.6248267889022827 "Automatically flagged"
1344937 2.284557819366455 56.20917510986328 0.22860538959503174 "Automatically flagged"
1344938 1.8933075666427612 60.503665924072266 0.36184433102607727 "Automatically flagged"
1344939 1.9372344017028809 35.876129150390625 0.3566591441631317 "Automatically flagged"
1369632 2.978109836578369 46.03995895385742 0.09207991510629654 "Automatically flagged"
1369633 2.1569862365722656 88.80159759521484 0.17760320007801056 "Automatically flagged"
1369640 1.3734811544418335 67.29024505615234 0.13458049297332764 "Automatically flagged"
1370281 1.283932089805603 0.5335919260978699 0.0017966057639569044 "Automatically flagged"
1370471 0.5842608213424683 58.84556198120117 0.18712735176086426 "Automatically flagged"
1370471 1.0401288270950317 58.84556198120117 0.18712735176086426 "Automatically flagged"
1370481 1.1898599863052368 92.27169036865234 0.6139616966247559 "Automatically flagged"
1370488 1.1327356100082397 7.480594635009766 0.8166677355766296 "Automatically flagged"
1370545 0.9589408040046692 11.459491729736328 1.090362548828125 "Automatically flagged"
1374551 1.9601885080337524 1.472128987312317 0.02453548274934292 "Automatically flagged"
1374551 1.9627479314804077 1.5232118368148804 0.025386864319443703 "Automatically flagged"
1374552 1.678269624710083 21.085975646972656 0.04217195138335228 "Automatically flagged"
1374552 1.6656103134155273 21.085975646972656 0.04217195138335228 "Automatically flagged"
1374553 2.0567259788513184 0.048751845955848694 9.750368917593732e-05 "Automatically flagged"
1374554 1.703810691833496 0.06359836459159851 0.00012719673395622522 "Automatically flagged"
1374555 0.5086041688919067 0.0 0.0 "Automatically flagged"
1374556 0.39045798778533936 0.0 0.0 "Automatically flagged"
1374557 0.4342469274997711 0.0 0.0 "Automatically flagged"
1374558 1.6790632009506226 0.001094933832064271 2.18986770050833e-06 "Automatically flagged"
1374582 1.6016231775283813 66.90502166748047 0.13381004333496094 "Automatically flagged"
1374583 2.077669382095337 67.30463409423828 0.13460926711559296 "Automatically flagged"
1374762 2.0825586318969727 126.67249298095703 0.25334498286247253 "Automatically flagged"
1374763 2.0531346797943115 138.817626953125 0.27763524651527405 "Automatically flagged"
1374774 2.356720209121704 94.11170196533203 0.18822340667247772 "Automatically flagged"
1374775 2.1292991638183594 98.94969940185547 0.19789940118789673 "Automatically flagged"
1374776 2.1619021892547607 110.04486846923828 0.22008973360061646 "Automatically flagged"
1374777 2.0581068992614746 124.85909271240234 0.24971818923950195 "Automatically flagged"
1374780 2.2877845764160156 85.02008819580078 0.17004017531871796 "Automatically flagged"
1374781 2.305814743041992 79.6468505859375 0.15929369628429413 "Automatically flagged"
1374782 2.0133800506591797 102.01358795166016 0.2040271759033203 "Automatically flagged"
1375548 0.9698551893234253 78.55516815185547 1.1317622661590576 "Automatically flagged"
